,City,Building,Furnace_id,num_Furnace_modules,PM_id,num_CHP_modules,oversize_ratio_electricity,oversize_ratio_heat
160,albuquerque,primary_school,None,0,GT2,1,24.09735785364321,11.930772778713731
161,albuquerque,primary_school,None,0,GT3,1,41.725098979188736,17.116953728516716
162,albuquerque,primary_school,None,0,GT4,1,59.457611225837056,24.39139043548835
163,albuquerque,primary_school,None,0,GT5,1,113.91240141901557,36.345917720390204
164,albuquerque,primary_school,None,0,GT6,1,225.61937073881728,62.902267333838026
165,albuquerque,primary_school,None,0,MT1,17,2.6716635881213127,1.2745692802583628
166,albuquerque,primary_school,None,0,MT2,9,3.0645552922567996,1.3186720235198979
167,albuquerque,primary_school,None,0,MT3,4,4.190844844111862,1.259848227598919
168,albuquerque,primary_school,None,0,MT4,3,3.9289170413548713,1.3472009855672034
169,albuquerque,primary_school,None,0,MT5,3,5.233317499084689,1.6175519664455347
170,albuquerque,primary_school,None,0,MT6,1,5.238556055139829,1.5748102844986487
171,albuquerque,primary_school,None,0,FC1,1082,3.9676823561629058,1.2438796513141026
172,albuquerque,primary_school,None,0,FC2,2005,15.754957335833033,1.24368942782722
173,albuquerque,primary_school,None,0,FC3,5,7.857834082709743,1.286878553377627
174,albuquerque,primary_school,None,0,FC4,2,4.190844844111862,1.259848227598919
175,albuquerque,primary_school,None,0,FC5,1,7.3339784771957595,1.4902371395903877
176,albuquerque,quick_service_restaurant,None,0,RE1,1,3.461632672795133,3.6901528448680376
177,albuquerque,quick_service_restaurant,None,0,RE2,1,21.912134818793195,15.27297490908652
178,albuquerque,quick_service_restaurant,None,0,RE3,1,38.804902262033444,23.704463853252875
179,albuquerque,quick_service_restaurant,None,0,RE4,1,115.09928637043818,59.03374232721674
180,albuquerque,quick_service_restaurant,None,0,RE5,1,323.3511079657934,147.72736167391005
181,albuquerque,quick_service_restaurant,None,0,GT1,1,121.67638844874894,114.05435340263257
182,albuquerque,quick_service_restaurant,None,0,GT2,1,159.23510294857613,149.260320242421
183,albuquerque,quick_service_restaurant,None,0,GT3,1,275.7190423881324,214.14220541115287
184,albuquerque,quick_service_restaurant,None,0,GT4,1,392.89530836224765,305.14928203598055
185,albuquerque,quick_service_restaurant,None,0,GT5,1,752.7320246993017,454.7067837993811
186,albuquerque,quick_service_restaurant,None,0,GT6,1,1490.890575846136,786.9408579278347
187,albuquerque,quick_service_restaurant,None,0,MT1,2,2.07697960367708,1.703733517746775
188,albuquerque,quick_service_restaurant,None,0,MT2,1,2.2500612373168365,1.6647592215891687
189,albuquerque,quick_service_restaurant,None,0,MT3,1,6.923265345590266,3.578618347778614
190,albuquerque,quick_service_restaurant,None,0,MT4,1,8.654081681987833,5.102326941168727
191,albuquerque,quick_service_restaurant,None,0,MT5,1,11.527236800407794,6.126241789869741
192,albuquerque,quick_service_restaurant,None,0,MT6,1,34.61632672795133,17.89309173889307
193,albuquerque,quick_service_restaurant,None,0,FC1,96,2.326217156118329,1.2539478690616261
194,albuquerque,quick_service_restaurant,None,0,FC2,177,9.190634746271078,1.247463876033655
195,albuquerque,quick_service_restaurant,None,0,FC3,1,10.3848980183854,2.9243187244907327
196,albuquerque,quick_service_restaurant,None,0,FC4,1,13.846530691180533,7.157236695557228
197,albuquerque,quick_service_restaurant,None,0,FC5,1,48.462857419131865,16.932166441804366
198,albuquerque,secondary_school,None,0,RE1,16,3.266811092883952,1.2668368562450827
199,albuquerque,secondary_school,None,0,RE2,4,5.169728554488855,1.3108107125051283
200,albuquerque,secondary_school,None,0,RE3,3,6.866428565855458,1.5258356020025483
201,albuquerque,secondary_school,None,0,RE4,1,6.788841802399463,1.2666501173216973
202,albuquerque,secondary_school,None,0,RE5,1,19.072051511643124,3.169693680585353
203,albuquerque,secondary_school,None,0,GT1,1,7.176775619679432,2.4471929852885212
204,albuquerque,secondary_school,None,0,GT2,1,9.392081892041363,3.2025854146023325
205,albuquerque,secondary_school,None,0,GT3,1,16.262593971762925,4.594715478210682
206,albuquerque,secondary_school,None,0,GT4,1,23.173941190145538,6.5473974485488045
207,albuquerque,secondary_school,None,0,GT5,1,44.39800450922596,9.75635930132997
208,albuquerque,secondary_school,None,0,GT6,1,87.93642934963684,16.884898207782722
209,albuquerque,secondary_school,None,0,MT1,63,3.8589206034691688,1.2488494689337823
210,albuquerque,secondary_school,None,0,MT2,33,4.379568621397548,1.2783896368886432
211,albuquerque,secondary_school,None,0,MT3,15,6.125270799157411,1.2491210169809521
212,albuquerque,secondary_school,None,0,MT4,11,5.614831565894293,1.3060471049944071
213,albuquerque,secondary_school,None,0,MT5,9,6.119145528358253,1.2830232169770408
214,albuquerque,secondary_school,None,0,MT6,3,6.125270799157411,1.2491210169809521
215,albuquerque,secondary_school,None,0,FC1,4091,5.846979329182359,1.243470826247475
216,albuquerque,secondary_school,None,0,FC2,7582,23.220901599605742,1.2434730129581284
217,albuquerque,secondary_school,None,0,FC3,19,11.63801451839908,1.2929334705616273
218,albuquerque,secondary_school,None,0,FC4,8,6.533622185767904,1.3323957514463491
219,albuquerque,secondary_school,None,0,FC5,4,11.433838825093833,1.5760514559932506
220,albuquerque,small_hotel,None,0,RE1,1,1.0776027458668556,1.4509343138938413
221,albuquerque,small_hotel,None,0,RE2,1,6.821225381337196,6.005193904542932
222,albuquerque,small_hotel,None,0,RE3,1,12.079926781167451,9.320378164002786
223,albuquerque,small_hotel,None,0,RE4,1,35.83029130007294,23.2115270074102
224,albuquerque,small_hotel,None,0,RE5,1,100.65887249142298,58.085046111781594
225,albuquerque,small_hotel,None,0,GT1,1,37.87773651721997,44.845127548306806
226,albuquerque,small_hotel,None,0,GT2,1,49.56972630987536,58.68779138611986
227,albuquerque,small_hotel,None,0,GT3,1,85.83105870829505,84.1987546169124
228,albuquerque,small_hotel,None,0,GT4,1,122.3079116558881,119.98190394249286
229,albuquerque,small_hotel,None,0,GT5,1,234.32471708874775,178.78654438185563
230,albuquerque,small_hotel,None,0,GT6,1,464.112726617396,309.41794060386275
231,albuquerque,small_hotel,None,0,MT1,5,1.6164041188002833,1.2728212682964115
232,albuquerque,small_hotel,None,0,MT2,3,2.1013253544403683,1.4924453302769687
233,albuquerque,small_hotel,None,0,MT3,2,4.310410983467422,2.1388046882789014
234,albuquerque,small_hotel,None,0,MT4,1,2.6940068646671387,1.5247338109800763
235,albuquerque,small_hotel,None,0,MT5,1,3.588417143736629,1.8307113791328105
236,albuquerque,small_hotel,None,0,MT6,1,10.776027458668555,5.347011720697253
237,albuquerque,small_hotel,None,0,FC1,319,2.4062869315206883,1.2451586193987694
238,albuquerque,small_hotel,None,0,FC2,591,9.552948342109675,1.2447093165433902
239,albuquerque,small_hotel,None,0,FC3,2,6.465616475201133,1.7477545773622363
240,albuquerque,small_hotel,None,0,FC4,1,4.310410983467422,2.1388046882789014
241,albuquerque,small_hotel,None,0,FC5,1,15.086438442135977,5.059857387548696
242,albuquerque,small_office,None,0,RE1,1,7.812855063959145,7.697747553724456
243,albuquerque,small_office,None,0,RE2,1,49.45537255486139,31.859792856011104
244,albuquerque,small_office,None,0,RE3,1,87.58210526698203,49.448081504941676
245,albuquerque,small_office,None,0,RE4,1,259.7774308766416,123.14580579460609
246,albuquerque,small_office,None,0,RE5,1,729.7987915244238,308.1628281400292
247,albuquerque,small_office,None,0,GT1,1,274.62185549816394,237.9201233135198
248,albuquerque,small_office,None,0,GT2,1,359.3913329421207,311.3606165696134
249,albuquerque,small_office,None,0,GT3,1,622.2939058443459,446.70578893374005
250,albuquerque,small_office,None,0,GT4,1,886.759049759363,636.5487387819145
251,albuquerque,small_office,None,0,GT5,1,1698.9053336579161,948.5292831491838
252,albuquerque,small_office,None,0,GT6,1,3364.9185474965643,1641.5775494135232
253,albuquerque,small_office,None,0,MT1,1,2.3438565191877436,1.5739126658758702
254,albuquerque,small_office,None,0,MT2,1,5.078355791573444,3.075816255535197
255,albuquerque,small_office,None,0,MT3,1,15.62571012791829,6.6118705598438385
256,albuquerque,small_office,None,0,MT4,1,19.532137659897863,9.427081071652347
257,albuquerque,small_office,None,0,MT5,1,26.016807362983954,11.318870523890414
258,albuquerque,small_office,None,0,MT6,1,78.12855063959145,33.05935279921919
259,albuquerque,small_office,None,0,FC1,52,2.843879243281129,1.2549330322583605
260,albuquerque,small_office,None,0,FC2,96,11.25051129210117,1.250071642537382
261,albuquerque,small_office,None,0,FC3,1,23.438565191877437,5.402983778379852
262,albuquerque,small_office,None,0,FC4,1,31.25142025583658,13.223741119687677
263,albuquerque,small_office,None,0,FC5,1,109.37997089542803,31.28394311185371
264,albuquerque,stand_alone_retail,None,0,RE1,2,3.0671763680005992,1.7298659237799208
265,albuquerque,stand_alone_retail,None,0,RE2,1,9.707613204721897,3.5798244626530247
266,albuquerque,stand_alone_retail,None,0,RE3,1,17.191523542643356,5.5560766701360595
267,albuquerque,stand_alone_retail,None,0,RE4,1,50.99180711800996,13.836887454008494
268,albuquerque,stand_alone_retail,None,0,RE5,1,143.252472267468,34.62573770148909
269,albuquerque,stand_alone_retail,None,0,GT1,1,53.90562466761053,26.733139209173064
270,albuquerque,stand_alone_retail,None,0,GT2,1,70.54505646401378,34.98504704472151
271,albuquerque,stand_alone_retail,None,0,GT3,1,122.15029885562386,50.1926775877329
272,albuquerque,stand_alone_retail,None,0,GT4,1,174.062258884034,71.5237778557148
273,albuquerque,stand_alone_retail,None,0,GT5,1,333.4787506108651,106.57848111901743
274,albuquerque,stand_alone_retail,None,0,GT6,1,660.501094967089,184.45064898228875
275,albuquerque,stand_alone_retail,None,0,MT1,5,2.300382276000449,1.3178510269924861
276,albuquerque,stand_alone_retail,None,0,MT2,3,2.990496958800584,1.5452449296892288
277,albuquerque,stand_alone_retail,None,0,MT3,2,6.1343527360011985,2.2144711321152277
278,albuquerque,stand_alone_retail,None,0,MT4,1,3.833970460000749,1.5786757094180823
279,albuquerque,stand_alone_retail,None,0,MT5,1,5.1068486527209975,1.8954781250207422
280,albuquerque,stand_alone_retail,None,0,MT6,1,15.335881840002996,5.53617783028807
281,albuquerque,stand_alone_retail,None,0,FC1,308,3.3064161247046457,1.2447542233619695
282,albuquerque,stand_alone_retail,None,0,FC2,571,13.135182795962566,1.2451321969418938
283,albuquerque,stand_alone_retail,None,0,FC3,2,9.201529104001796,1.8095864848255032
284,albuquerque,stand_alone_retail,None,0,FC4,1,6.1343527360011985,2.2144711321152277
285,albuquerque,stand_alone_retail,None,0,FC5,1,21.470234576004195,5.238864576439265
286,albuquerque,strip_mall,None,0,RE1,2,3.286477094012366,1.839091591450081
287,albuquerque,strip_mall,None,0,RE2,1,10.401700002549138,3.805858579921985
288,albuquerque,strip_mall,None,0,RE3,1,18.420704111939312,5.906893560381606
289,albuquerque,strip_mall,None,0,RE4,1,54.637681687955585,14.71056399151639
290,albuquerque,strip_mall,None,0,RE5,1,153.49491267584756,36.81204547657545
291,albuquerque,strip_mall,None,0,GT1,1,57.759834927267335,28.421099494939554
292,albuquerque,strip_mall,None,0,GT2,1,75.58897316228442,37.19404201329216
293,albuquerque,strip_mall,None,0,GT3,1,130.8839502690425,53.361899344349624
294,albuquerque,strip_mall,None,0,GT4,1,186.50757508520178,76.03986912220567
295,albuquerque,strip_mall,None,0,GT5,1,357.3222220464945,113.30796552556572
296,albuquerque,strip_mall,None,0,GT6,1,707.726409810093,196.09706909516217
297,albuquerque,strip_mall,None,0,MT1,5,2.4648578205092746,1.3629541768047686
298,albuquerque,strip_mall,None,0,MT2,3,3.204315166662057,1.5981305837828463
299,albuquerque,strip_mall,None,0,MT3,2,6.572954188024732,2.2902608998363236
300,albuquerque,strip_mall,None,0,MT4,1,4.108096367515458,1.6327055242973791
301,albuquerque,strip_mall,None,0,MT5,1,5.471984361530589,1.96035043007469
302,albuquerque,strip_mall,None,0,MT6,1,16.43238547006183,5.725652249590809
303,albuquerque,strip_mall,None,0,FC1,298,3.4277956090548978,1.2455583903759846
304,albuquerque,strip_mall,None,0,FC2,552,13.606015169211195,1.2448968509865717
305,albuquerque,strip_mall,None,0,FC3,2,9.859431282037098,1.8715191681498313
306,albuquerque,strip_mall,None,0,FC4,1,6.572954188024732,2.2902608998363236
307,albuquerque,strip_mall,None,0,FC5,1,23.005339658086562,5.418163517668338
308,albuquerque,supermarket,None,0,RE1,3,0.9603633700180426,1.2616255769715166
309,albuquerque,supermarket,None,0,RE2,1,2.02636671073807,1.740558055614165
310,albuquerque,supermarket,None,0,RE3,1,3.588557792634086,2.7014380472299093
311,albuquerque,supermarket,None,0,RE4,1,10.644027351033307,6.7276778998410345
312,albuquerque,supermarket,None,0,RE5,1,29.902514131128456,16.83549216355848
313,albuquerque,supermarket,None,0,GT1,1,11.252257485378067,12.99800626757465
314,albuquerque,supermarket,None,0,GT2,1,14.725571673609988,17.010193123995275
315,albuquerque,supermarket,None,0,GT3,1,25.497647473979033,24.40434446426117
316,albuquerque,supermarket,None,0,GT4,1,36.33374749901595,34.775807868093445
317,albuquerque,supermarket,None,0,GT5,1,69.61033827014113,51.81986876790841
318,albuquerque,supermarket,None,0,GT6,1,137.8729666110236,89.68234791922002
319,albuquerque,supermarket,None,0,MT1,9,0.8643270330162384,1.2588829126737522
320,albuquerque,supermarket,None,0,MT2,5,1.0403936508528795,1.366761041719143
321,albuquerque,supermarket,None,0,MT3,3,1.9207267400360852,1.7628192993300642
322,albuquerque,supermarket,None,0,MT4,2,1.6006056166967377,1.6755964694152954
323,albuquerque,supermarket,None,0,MT5,2,2.1320066814400547,2.0118485609114805
324,albuquerque,supermarket,None,0,MT6,1,3.2012112333934755,2.9380321655501067
325,albuquerque,supermarket,None,0,FC1,580,1.2996917607577512,1.2439628188939154
326,albuquerque,supermarket,None,0,FC2,1075,5.161953113846979,1.2440399686594137
327,albuquerque,supermarket,None,0,FC3,3,2.881090110054128,1.440512785646582
328,albuquerque,supermarket,None,0,FC4,2,2.5609689867147805,2.3504257324400855
329,albuquerque,supermarket,None,0,FC5,1,4.481695726750866,2.780248956659453
330,albuquerque,warehouse,None,0,RE1,2,2.8308619459914546,2.2044831733281014
331,albuquerque,warehouse,None,0,RE2,1,8.959678059062954,4.5620083515737875
332,albuquerque,warehouse,None,0,RE3,1,15.866981207282103,7.080477949569713
