,City,Building,PM_id,alpha_CHP,beta_ABC,GHG_int_100,energy_demand_int,technology,GHG_int_100_ces,percent_change_GHG_int_100
29,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
30,albuquerque,full_service_restaurant,GT3,1.0,0.0,285683.7757805168,849.8626665246347,Gas Turbine,252786.82094397387,13.01371436758327
31,albuquerque,full_service_restaurant,GT3,1.0,1.0,281732.42252323375,849.8626665246347,Gas Turbine,252786.82094397387,11.45059757117449
32,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
33,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
34,albuquerque,full_service_restaurant,GT4,1.0,0.0,300138.32074156165,849.8626665246347,Gas Turbine,252786.82094397387,18.731791325498918
35,albuquerque,full_service_restaurant,GT4,1.0,1.0,295122.1536911963,849.8626665246347,Gas Turbine,252786.82094397387,16.747444581616605
36,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
37,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
38,albuquerque,full_service_restaurant,GT5,1.0,0.0,279204.4136074149,849.8626665246347,Gas Turbine,252786.82094397387,10.450541909103753
39,albuquerque,full_service_restaurant,GT5,1.0,1.0,281592.87540526356,849.8626665246347,Gas Turbine,252786.82094397387,11.395394092824993
40,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
41,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
42,albuquerque,full_service_restaurant,GT6,1.0,0.0,274090.3495533842,849.8626665246347,Gas Turbine,252786.82094397387,8.42746806572321
43,albuquerque,full_service_restaurant,GT6,1.0,1.0,279933.59020148177,849.8626665246347,Gas Turbine,252786.82094397387,10.73899705535857
44,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
45,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
46,albuquerque,full_service_restaurant,MT1,1.0,0.0,888541.5258012266,849.8626665246347,Microturbine,252786.82094397387,251.49835837294603
47,albuquerque,full_service_restaurant,MT1,1.0,1.0,831862.2353785294,849.8626665246347,Microturbine,252786.82094397387,229.0765840846182
48,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
49,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
50,albuquerque,full_service_restaurant,MT2,1.0,0.0,293710.81859784166,849.8626665246347,Microturbine,252786.82094397387,16.18913418866007
51,albuquerque,full_service_restaurant,MT2,1.0,1.0,282579.88365647924,849.8626665246347,Microturbine,252786.82094397387,11.785844927061497
52,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
53,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
54,albuquerque,full_service_restaurant,MT3,1.0,0.0,301870.6340267537,849.8626665246347,Microturbine,252786.82094397387,19.417077559458086
55,albuquerque,full_service_restaurant,MT3,1.0,1.0,297701.59765699174,849.8626665246347,Microturbine,252786.82094397387,17.767847447621687
56,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
57,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
58,albuquerque,full_service_restaurant,MT4,1.0,0.0,312912.1402999714,849.8626665246347,Microturbine,252786.82094397387,23.78498971246738
59,albuquerque,full_service_restaurant,MT4,1.0,1.0,304921.11670720583,849.8626665246347,Microturbine,252786.82094397387,20.623818745197436
60,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
61,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
62,albuquerque,full_service_restaurant,MT5,1.0,0.0,294054.8750273958,849.8626665246347,Microturbine,252786.82094397387,16.325239555335962
63,albuquerque,full_service_restaurant,MT5,1.0,1.0,289815.5073889358,849.8626665246347,Microturbine,252786.82094397387,14.648187079803781
64,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
65,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
66,albuquerque,full_service_restaurant,MT6,1.0,0.0,302132.40925045765,849.8626665246347,Microturbine,252786.82094397387,19.520633283892767
67,albuquerque,full_service_restaurant,MT6,1.0,1.0,297944.0888513722,849.8626665246347,Microturbine,252786.82094397387,17.863774598204508
68,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
69,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
70,albuquerque,full_service_restaurant,FC1,1.0,0.0,39683.35468758502,849.8626665246347,Fuel Cell,252786.82094397387,-84.30165206421889
71,albuquerque,full_service_restaurant,FC1,1.0,1.0,53853.958378082134,849.8626665246347,Fuel Cell,252786.82094397387,-78.69589950260185
72,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
73,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
74,albuquerque,full_service_restaurant,FC2,1.0,0.0,178159.61217977855,849.8626665246347,Fuel Cell,252786.82094397387,-29.521795671751118
75,albuquerque,full_service_restaurant,FC2,1.0,1.0,203630.19126341282,849.8626665246347,Fuel Cell,252786.82094397387,-19.445883095090554
76,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
77,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
78,albuquerque,full_service_restaurant,FC3,1.0,0.0,145485.1521062295,849.8626665246347,Fuel Cell,252786.82094397387,-42.44749328190889
79,albuquerque,full_service_restaurant,FC3,1.0,1.0,166308.72751140856,849.8626665246347,Fuel Cell,252786.82094397387,-34.20989002101964
80,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
81,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
82,albuquerque,full_service_restaurant,FC4,1.0,0.0,66716.81242033823,849.8626665246347,Fuel Cell,252786.82094397387,-73.60747994250659
83,albuquerque,full_service_restaurant,FC4,1.0,1.0,79870.70343551597,849.8626665246347,Fuel Cell,252786.82094397387,-68.40392899548429
84,albuquerque,full_service_restaurant,None,0.0,0.0,252786.8209439738,849.8626665246347,None,252786.82094397387,-2.3026382742622564e-14
85,albuquerque,full_service_restaurant,None,0.0,1.0,278004.17799049744,849.8626665246347,None,252786.82094397387,9.975740409391275
86,albuquerque,full_service_restaurant,FC5,1.0,0.0,123761.19457080036,849.8626665246347,Fuel Cell,252786.82094397387,-51.04127892876582
87,albuquerque,full_service_restaurant,FC5,1.0,1.0,141723.6091469209,849.8626665246347,Fuel Cell,252786.82094397387,-43.93552297636131
88,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
89,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
90,albuquerque,hospital,RE1,1.0,0.0,136731.6310854264,375.9829895774027,Reciprocating Engine,158767.1834917349,-13.879160618513856
91,albuquerque,hospital,RE1,1.0,1.0,172987.10755364917,375.9829895774027,Reciprocating Engine,158767.1834917349,8.9564630102886
92,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
93,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
94,albuquerque,hospital,RE2,1.0,0.0,147574.3543227338,375.9829895774027,Reciprocating Engine,158767.1834917349,-7.0498379594822165
95,albuquerque,hospital,RE2,1.0,1.0,208456.5288685003,375.9829895774027,Reciprocating Engine,158767.1834917349,31.296987377339292
96,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
97,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
98,albuquerque,hospital,RE3,1.0,0.0,140916.8622119261,375.9829895774027,Reciprocating Engine,158767.1834917349,-11.243079890459883
99,albuquerque,hospital,RE3,1.0,1.0,210916.56706392756,375.9829895774027,Reciprocating Engine,158767.1834917349,32.84645001900374
100,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
101,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
102,albuquerque,hospital,RE4,1.0,0.0,136951.94266066956,375.9829895774027,Reciprocating Engine,158767.1834917349,-13.74039669362844
103,albuquerque,hospital,RE4,1.0,1.0,215978.2849317316,375.9829895774027,Reciprocating Engine,158767.1834917349,36.03458862326862
104,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
105,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
106,albuquerque,hospital,RE5,1.0,0.0,139895.52050354044,375.9829895774027,Reciprocating Engine,158767.1834917349,-11.886375114273466
107,albuquerque,hospital,RE5,1.0,1.0,222148.82294801425,375.9829895774027,Reciprocating Engine,158767.1834917349,39.92112101653479
108,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
109,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
110,albuquerque,hospital,GT1,1.0,0.0,213538.88821117784,375.9829895774027,Gas Turbine,158767.1834917349,34.49812707819071
111,albuquerque,hospital,GT1,1.0,1.0,231606.78656252357,375.9829895774027,Gas Turbine,158767.1834917349,45.8782485579462
112,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
113,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
114,albuquerque,hospital,GT2,1.0,0.0,198244.5073626386,375.9829895774027,Gas Turbine,158767.1834917349,24.864914148306223
115,albuquerque,hospital,GT2,1.0,1.0,221914.9205060455,375.9829895774027,Gas Turbine,158767.1834917349,39.77379684234176
116,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
117,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
118,albuquerque,hospital,GT3,1.0,0.0,176121.23619466746,375.9829895774027,Gas Turbine,158767.1834917349,10.930503597323044
119,albuquerque,hospital,GT3,1.0,1.0,220365.73928129795,375.9829895774027,Gas Turbine,158767.1834917349,38.79804027182339
120,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
121,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
122,albuquerque,hospital,GT4,1.0,0.0,186317.49009369366,375.9829895774027,Gas Turbine,158767.1834917349,17.352645550579393
123,albuquerque,hospital,GT4,1.0,1.0,226826.98331895005,375.9829895774027,Gas Turbine,158767.1834917349,42.86767474889305
124,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
125,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
126,albuquerque,hospital,GT5,1.0,0.0,167857.90103391727,375.9829895774027,Gas Turbine,158767.1834917349,5.72581647054009
127,albuquerque,hospital,GT5,1.0,1.0,228514.50681362455,375.9829895774027,Gas Turbine,158767.1834917349,43.930566624632824
128,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
129,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
130,albuquerque,hospital,GT6,1.0,0.0,162151.10488576876,375.9829895774027,Gas Turbine,158767.1834917349,2.1313733226299956
131,albuquerque,hospital,GT6,1.0,1.0,230794.99944728328,375.9829895774027,Gas Turbine,158767.1834917349,45.36694194068007
132,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
133,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
134,albuquerque,hospital,MT1,1.0,0.0,605405.9218020497,375.9829895774027,Microturbine,158767.1834917349,281.31678630777367
135,albuquerque,hospital,MT1,1.0,1.0,461190.1797966452,375.9829895774027,Microturbine,158767.1834917349,190.48205658989585
136,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
137,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
138,albuquerque,hospital,MT2,1.0,0.0,185163.83710580075,375.9829895774027,Microturbine,158767.1834917349,16.626013659453747
139,albuquerque,hospital,MT2,1.0,1.0,203678.01673249638,375.9829895774027,Microturbine,158767.1834917349,28.28722677636934
140,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
141,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
142,albuquerque,hospital,MT3,1.0,0.0,186963.25511882946,375.9829895774027,Microturbine,158767.1834917349,17.759382642548662
143,albuquerque,hospital,MT3,1.0,1.0,229712.8418880116,375.9829895774027,Microturbine,158767.1834917349,44.685341665691254
144,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
145,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
146,albuquerque,hospital,MT4,1.0,0.0,196481.62565571466,375.9829895774027,Microturbine,158767.1834917349,23.754557670252485
147,albuquerque,hospital,MT4,1.0,1.0,227616.57247356517,375.9829895774027,Microturbine,158767.1834917349,43.36499991222332
148,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
149,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
150,albuquerque,hospital,MT5,1.0,0.0,181834.0322855815,375.9829895774027,Microturbine,158767.1834917349,14.528725827681763
151,albuquerque,hospital,MT5,1.0,1.0,224834.71545553673,375.9829895774027,Microturbine,158767.1834917349,41.612838692979125
152,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
153,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
154,albuquerque,hospital,MT6,1.0,0.0,187147.91168550475,375.9829895774027,Microturbine,158767.1834917349,17.87568915036355
155,albuquerque,hospital,MT6,1.0,1.0,229829.85654381162,375.9829895774027,Microturbine,158767.1834917349,44.75904370740197
156,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
157,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
158,albuquerque,hospital,FC1,1.0,0.0,2592.2347981699354,375.9829895774027,Fuel Cell,158767.1834917349,-98.3672729205372
159,albuquerque,hospital,FC1,1.0,1.0,110402.48839168268,375.9829895774027,Fuel Cell,158767.1834917349,-30.46265231666719
160,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
161,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
162,albuquerque,hospital,FC2,1.0,0.0,103293.42685847575,375.9829895774027,Fuel Cell,158767.1834917349,-34.94031664052729
163,albuquerque,hospital,FC2,1.0,1.0,209673.77465510054,375.9829895774027,Fuel Cell,158767.1834917349,32.06367338878675
164,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
165,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
166,albuquerque,hospital,FC3,1.0,0.0,67569.41708729582,375.9829895774027,Fuel Cell,158767.1834917349,-57.441194331690504
167,albuquerque,hospital,FC3,1.0,1.0,180211.2916674674,375.9829895774027,Fuel Cell,158767.1834917349,13.506637646468562
168,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
169,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
170,albuquerque,hospital,FC4,1.0,0.0,21085.458419790124,375.9829895774027,Fuel Cell,158767.1834917349,-86.71925900802556
171,albuquerque,hospital,FC4,1.0,1.0,124598.06782350055,375.9829895774027,Fuel Cell,158767.1834917349,-21.521522846699067
172,albuquerque,hospital,None,0.0,0.0,158767.18349173493,375.9829895774027,None,158767.1834917349,1.83311373400088e-14
173,albuquerque,hospital,None,0.0,1.0,247221.21917239364,375.9829895774027,None,158767.1834917349,55.713047076421475
174,albuquerque,hospital,FC5,1.0,0.0,55382.60983175797,375.9829895774027,Fuel Cell,158767.1834917349,-65.11709245340296
175,albuquerque,hospital,FC5,1.0,1.0,165020.216460828,375.9829895774027,Fuel Cell,158767.1834917349,3.938492093625013
176,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
177,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
178,albuquerque,large_hotel,RE1,1.0,0.0,96868.8174810887,334.3302404499821,Reciprocating Engine,108387.05079291109,-10.626945956698847
179,albuquerque,large_hotel,RE1,1.0,1.0,131560.3059824037,334.3302404499821,Reciprocating Engine,108387.05079291109,21.38009570328508
180,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
181,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
182,albuquerque,large_hotel,RE2,1.0,0.0,105476.01140414113,334.3302404499821,Reciprocating Engine,108387.05079291109,-2.685781527843134
183,albuquerque,large_hotel,RE2,1.0,1.0,147473.81926567102,334.3302404499821,Reciprocating Engine,108387.05079291109,36.062212401591005
184,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
185,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
186,albuquerque,large_hotel,RE3,1.0,0.0,103375.07053630063,334.3302404499821,Reciprocating Engine,108387.05079291109,-4.624150412752318
187,albuquerque,large_hotel,RE3,1.0,1.0,145059.12844325765,334.3302404499821,Reciprocating Engine,108387.05079291109,33.83437170960006
188,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
189,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
190,albuquerque,large_hotel,RE4,1.0,0.0,102449.74163286811,334.3302404499821,Reciprocating Engine,108387.05079291109,-5.477876846549734
191,albuquerque,large_hotel,RE4,1.0,1.0,143599.4210148276,334.3302404499821,Reciprocating Engine,108387.05079291109,32.487617260843045
192,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
193,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
194,albuquerque,large_hotel,RE5,1.0,0.0,102090.46985695302,334.3302404499821,Reciprocating Engine,108387.05079291109,-5.809347970901607
195,albuquerque,large_hotel,RE5,1.0,1.0,144625.59321337077,334.3302404499821,Reciprocating Engine,108387.05079291109,33.43438367900477
196,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
197,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
198,albuquerque,large_hotel,GT1,1.0,0.0,138723.2047037367,334.3302404499821,Gas Turbine,108387.05079291109,27.988725303345653
199,albuquerque,large_hotel,GT1,1.0,1.0,164887.53155484365,334.3302404499821,Gas Turbine,108387.05079291109,52.128441865149355
200,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
201,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
202,albuquerque,large_hotel,GT2,1.0,0.0,130490.51705893509,334.3302404499821,Gas Turbine,108387.05079291109,20.393087646840602
203,albuquerque,large_hotel,GT2,1.0,1.0,159381.19983989425,334.3302404499821,Gas Turbine,108387.05079291109,47.04819318722377
204,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
205,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
206,albuquerque,large_hotel,GT3,1.0,0.0,119849.11241930608,334.3302404499821,Gas Turbine,108387.05079291109,10.5751208678008
207,albuquerque,large_hotel,GT3,1.0,1.0,157765.0845368327,334.3302404499821,Gas Turbine,108387.05079291109,45.55713379291534
208,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
209,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
210,albuquerque,large_hotel,GT4,1.0,0.0,125337.57084917383,334.3302404499821,Gas Turbine,108387.05079291109,15.638879305470843
211,albuquerque,large_hotel,GT4,1.0,1.0,161435.97234679898,334.3302404499821,Gas Turbine,108387.05079291109,48.94396624486574
212,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
213,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
214,albuquerque,large_hotel,GT5,1.0,0.0,118017.03257104571,334.3302404499821,Gas Turbine,108387.05079291109,8.884808385952002
215,albuquerque,large_hotel,GT5,1.0,1.0,154756.84689535937,334.3302404499821,Gas Turbine,108387.05079291109,42.78167526768893
216,albuquerque,large_hotel,None,0.0,0.0,108387.05079291109,334.3302404499821,None,108387.05079291109,0.0
217,albuquerque,large_hotel,None,0.0,1.0,151431.50380159335,334.3302404499821,None,108387.05079291109,39.713649087956846
218,albuquerque,large_hotel,GT6,1.0,0.0,116582.54869470948,334.3302404499821,Gas Turbine,108387.05079291109,7.561325676677975
