,City,Building,PM_id,alpha_CHP,beta_ABC,electricity_demand_int,cooling_demand_int,heat_demand_int,total_electricity_demand_int,total_heat_demand_int,electricity_Grid_int,electricity_CHP_int,heat_CHP_int,heat_Furnace_int,Furnace_co2_int,CHP_co2_int,Grid_co2_int,Furnace_n2o_int,Grid_n2o_int,Furnace_ch4_int,Grid_ch4_int,Furnace_co_int,CHP_co_int,Grid_co_int,Furnace_nox_int,CHP_nox_int,Grid_nox_int,Furnace_pm_int,Grid_pm_int,Furnace_so2_int,Grid_so2_int,Furnace_voc_int,CHP_voc_int,Grid_voc_int,Grid_NG_int,Furnace_NG_int,CHP_NG_int,Grid_ch4_leak_int,Furnace_ch4_leak_int,CHP_ch4_leak_int,ch4_leak_int,avoided_co2_int,avoided_n2o_int,avoided_ch4_int,avoided_co_int,avoided_nox_int,avoided_pm_int,avoided_so2_int,avoided_voc_int,Grid_GHG_int_100,Grid_GHG_int_20,Furnace_GHG_int_100,Furnace_GHG_int_20,CHP_GHG_int_100,CHP_GHG_int_20,co2_int,n2o_int,ch4_int,co_int,nox_int,pm_int,so2_int,voc_int,GHG_int_100,GHG_int_20,NG_int,energy_demand_int,TFCE,trigen_efficiency
0,albuquerque,full_service_restaurant,None,0.0,0.0,527.1547703922262,142.53412978266974,322.70789613240845,569.0765732694822,322.70789613240845,569.0765732694822,0.0,0.0,322.70789613240845,58732.83709609834,0.0,96879.59583339671,0.31334936714456857,4.9566569531771885,1.126250557502105,14.22691433173706,40.98390280881586,0.0,49.56656953177193,15.683603752035042,0.0,17.641373771353962,0.9293987408613362,10.926270206774062,0.2936641854804918,2.9079812894070547,2.6946109327056083,0.0,3.4713670969438413,1122.6980847049165,325.9675718509177,0.0,2324.9258553353043,700.7471908839821,0.0,3025.673046219286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163689.38747666587,294676.98592106695,78468.33103875321,117772.93041010914,0.0,0.0,155612.4329294949,5.270006320321759,15.353164889239165,90.55047234058776,33.32497752338899,11.855668947635396,3.201645474887547,6.165978029649453,242157.71851541905,412449.91633117595,1448.6656565558335,849.8626665246343,0.6155902608487908,0.7139802027499056
1,albuquerque,hospital,None,0.0,0.0,254.37968652173433,499.9619499477196,121.60330305566839,401.42731885929857,121.60330305566839,401.42731885929857,0.0,0.0,121.60330305566839,22131.801156131653,0.0,68338.98676260699,0.11807680726705398,3.49643194726449,0.4243955276642826,10.03568297148246,15.443619488069887,0.0,34.964319472644895,5.909920528505482,0.0,12.44424688463826,0.35021751280032487,7.707404522098529,0.11065900578065825,2.051293599371015,1.0153875805148307,0.0,2.448706645041719,791.9526179794916,122.83161924814989,0.0,1640.005574806819,264.0566718067223,0.0,1904.0622466135414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115466.6964464245,207865.51045006223,29568.56139542023,44379.383089338655,0.0,0.0,90470.78791873861,3.6145087545315433,10.46007849914674,50.40793896071478,18.35416741314373,8.057622034898856,2.1619526051516753,3.464094225556551,145035.25784184472,252244.89353940077,914.7842372276414,375.98298957740275,0.571752988989044,1.1182883681544227
2,albuquerque,large_hotel,None,0.0,0.0,144.5231421246563,243.29685463248367,189.80709832532568,216.08104054597453,189.80709832532568,216.08104054597453,0.0,0.0,189.80709832532568,34544.891895209315,0.0,36785.63634254668,0.18430269247389133,1.8820658631554388,0.6624267731553869,5.402026013649363,24.10550148731637,0.0,18.820658631554373,9.224624978610837,0.0,6.69851225692521,0.546644443176938,4.14875597848271,0.17272445947604653,1.1041741171899302,1.584889271016471,0.0,1.318094347330444,426.29372171876827,191.72434174275338,0.0,882.7852377173804,412.15846452898245,0.0,1294.9437022463635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62153.62718075172,111890.23188382621,46152.71706517472,69270.502675402,0.0,0.0,71330.52823775596,2.06636855562933,6.0644527868047495,42.92616011887074,15.923137235536045,4.6954004216596505,1.2768985766659773,2.9029836183469153,108306.34424592648,181160.7345592282,618.0180634615215,334.33024044998206,0.6567577274326237,1.0504304516079939
3,albuquerque,large_office,None,0.0,0.0,109.39303808421984,66.07237378818856,9.607945452596395,128.8260891983931,9.607945452596395,128.8260891983931,0.0,0.0,9.607945452596395,1748.6460723725438,0.0,21931.35342513444,0.009329315034471099,1.1220752369180038,0.03353172962956142,3.220652229959826,1.2202090724797428,0.0,11.22075236918004,0.46694614899618453,0.0,3.9936087651501855,0.02767088290347763,2.473460912609148,0.008743230361862723,0.6583013158037884,0.08022634452917993,0.0,0.7858391441101982,254.15350129791904,9.704995406663024,0.0,526.3107280946612,20.86326633703125,0.0,547.1739944316924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37055.58201200712,66708.21723494896,2336.228686723182,3506.440049141152,0.0,0.0,23679.999497506986,1.131404551952475,3.254183959589389,12.440961441659788,4.46055491414637,2.5011317955126255,0.6670445461656516,0.8660654886393775,39391.81069873028,70214.65728409008,263.85849670458197,119.00098353681628,0.5246525557446091,0.775060917095063
4,albuquerque,medium_office,None,0.0,0.0,110.80256853748506,64.28765142442239,15.293116736680874,129.71070130937358,15.293116736680874,129.71070130937358,0.0,0.0,15.293116736680874,2783.3472460759203,0.0,22081.949790907747,0.014849616351317135,1.1297802084046433,0.0533729774110163,3.2427675327343395,1.9422258255584717,0.0,11.297802084046445,0.7432454734026909,0.0,4.021031740590582,0.044044176201640924,2.490445465139971,0.013916736230379595,0.6628216836908988,0.12769752475128537,0.0,0.7912352779871786,255.89870109941248,15.447592663314024,0.0,529.9247541596341,33.20838666027828,0.0,563.1331408199125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37310.03215352131,67166.28358808554,3718.611664264318,5581.255354358568,0.0,0.0,24865.297036983666,1.1446298247559605,3.296140510145355,13.240027909604914,4.764277213993268,2.5344896413416134,0.6767384199212785,0.918932802738464,41028.64381778563,72747.53894244412,271.3462937627265,126.095685274166,0.5343865804662513,0.771307640020643
5,albuquerque,midrise_apartment,None,0.0,0.0,66.34351114532086,37.03918492611702,39.7686443712806,77.23738906476734,39.7686443712806,77.23738906476734,0.0,0.0,39.7686443712806,7237.893275573065,0.0,13148.893114386005,0.03861535368451344,0.6727376587541243,0.1387925688557692,1.9309347266191847,5.050617835152635,0.0,6.727376587541243,1.9327561164442366,0.0,2.39435906100779,0.11453369578928814,1.4829578700435342,0.03618946637786535,0.39468305812096127,0.332068180500193,0.0,0.4711480732950813,152.37715422448053,40.17034784977838,0.0,315.54840116434593,86.35600852172735,0.0,401.9044096860734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22216.58999890287,39994.76007113816,9669.980774835793,14513.651020554766,0.0,0.0,20386.78638995906,0.7113530124386375,2.0697272954749546,11.777994422693872,4.327115177452028,1.597491565832822,0.4308725244988267,0.8032162537952737,31886.570773738666,54508.41109169296,192.5475020742589,106.11215551660143,0.6076735983358681,0.800037480116231
6,albuquerque,outpatient_healthcare,None,0.0,0.0,300.0930212673313,284.783694717384,200.45750280858286,383.8529314783246,200.45750280858286,383.8529314783246,0.0,0.0,200.45750280858286,36483.265511162084,0.0,65347.12305486996,0.194644235227134,3.3433590331762075,0.6995966848019539,9.596323286958118,25.45810285669002,0.0,33.433590331762076,9.742234636497129,0.0,11.89944087582807,0.5773176080887183,7.369976284383833,0.18241632755581041,1.9614884798542394,1.6738201484516673,0.0,2.34150288201778,757.2811309085623,202.48232606927562,0.0,1568.2065418946765,435.2853886385754,0.0,2003.4919305332517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110411.59342374747,198765.21051488584,48742.425822551835,73157.39035642573,0.0,0.0,101830.38856603207,3.5380032684033433,10.29591997176007,58.89169318845211,21.641675512325204,7.947293892472547,2.1439048074100504,4.015323030469447,159154.0192462993,271922.60087131156,959.763456977838,500.5505240759141,0.6088067117358483,0.9055295059273759
7,albuquerque,primary_school,None,0.0,0.0,114.3466166766179,50.74999693668426,36.34163578300059,129.27308636387855,36.34163578300059,129.27308636387855,0.0,0.0,36.34163578300059,6614.177712506108,0.0,22007.450222586685,0.03528772834529358,1.125968582229383,0.12683230888267213,3.2318271590969654,4.615387744441076,0.0,11.25968582229382,1.7662034990538296,0.0,4.007465677280236,0.10466391105504175,2.482043258186467,0.03307088856253052,0.6605854713194197,0.30345265878805505,0.0,0.7885658268196587,255.03535601682952,36.70872301313192,0.0,528.136906356276,78.9143974853889,0.0,607.0513038416647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37184.15643530792,66939.67954358652,8836.683394757214,13262.956975508076,0.0,0.0,28621.627935092783,1.1612563105746754,3.3586594679796353,15.875073566734898,5.773669176334066,2.5867071692415085,0.6936563598819503,1.0920184856077138,46020.83983006514,80202.63651909464,291.7440790299615,150.6882524596185,0.5676712367138422,0.7416250564637624
8,albuquerque,quick_service_restaurant,None,0.0,0.0,798.8342955977438,137.23295988072599,288.35232984511026,839.1969308567808,288.35232984511026,839.1969308567808,0.0,0.0,288.35232984511026,52480.12403181008,0.0,142864.8855090584,0.2799901122796022,7.309405267762562,1.0063496311594344,20.979923271419523,36.620745890329005,0.0,73.09405267762561,14.01392323047236,0.0,26.0151048565602,0.8304547099539178,16.112581072450194,0.26240062015905047,4.288296316678152,2.407741954206671,0.0,5.119101278226366,1655.60283311293,291.26497964152554,0.0,3428.485258244933,626.1454632672068,0.0,4054.6307215121396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241386.90298747335,434549.64374712115,70114.57217271841,105234.79370491467,0.0,0.0,195345.00954086846,7.589395380042164,21.98627290257895,109.71479856795465,40.02902808703255,16.943035782404102,4.550696936837199,7.526843232433037,311501.4751601918,539784.4374520362,1946.8678127544551,1087.1866254428535,0.579160666849086,0.6496497668186246
9,albuquerque,secondary_school,None,0.0,0.0,102.87054322035324,166.35033507727982,58.455220287140875,151.79711236072978,58.455220287140875,151.79711236072978,0.0,0.0,58.455220287140875,10638.850092259641,0.0,25841.94040829064,0.056760018898813776,1.3221528486619567,0.20400871880212176,3.794927809018246,7.423812976466895,0.0,13.221528486619569,2.8409237059550474,0.0,4.705710483182624,0.16835103442696567,2.9145045573260115,0.0531942504612982,0.7756832441633289,0.4881010893976263,0.0,0.9259623854004517,299.47169733593296,59.04567705771805,0.0,620.1573705013108,126.93315502856905,0.0,747.0905255298802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43662.975265875255,78602.981818405,14213.732082194218,21333.356492028106,0.0,0.0,36480.79050055029,1.3789128675607705,3.9989365278203635,20.645341463086467,7.546634189137669,3.082855591752976,0.8288774946246277,1.4140634747980771,57876.7073480695,99936.3383104331,358.51737439365115,161.32576350749412,0.5864494935662846,1.050444677505759
