,City,Building,PM_id,alpha_CHP,beta_ABC,GHG_base_case,GHG_leak_base_case,GHG_no_leak,GHG_int_sensitivity,GHG_leak_sensitivity,technology,percent_leak_base_case,percent_leak_sensitivity,GHG_leak_ces,percent_change_leak_base_case_to_ces,percent_change_leak_to_ces,percent_change_leak_to_base_case
10,albuquerque,full_service_restaurant,RE5,1.0,0.0,334964.03928156884,88140.58409060801,245621.20641855738,343225.4401756483,97604.23375709093,Reciprocating Engine,26.313446744806402,28.437354092150397,84718.84529414003,4.038934648587167,15.209589340144342,10.736994500461151
11,albuquerque,full_service_restaurant,RE5,1.0,1.0,350360.2681796993,90022.25067449862,258537.44303767942,357955.4017204258,99417.95868274638,Reciprocating Engine,25.694195047346614,27.77383947970001,84718.84529414003,6.26000668675948,17.350464749102382,10.437095204629633
12,albuquerque,full_service_restaurant,GT1,1.0,0.0,474125.80010368605,142738.82877627356,329283.5308987987,487792.6254112633,158509.09451246454,Gas Turbine,30.105686875731745,32.49518058597622,84718.84529414003,68.48533319911377,87.10015931181317,11.04833623155829
13,albuquerque,full_service_restaurant,GT1,1.0,1.0,456514.609468956,135214.1195690394,318803.52861741313,468747.17300541257,149943.64438799943,Gas Turbine,29.61879352039319,31.988170387593577,84718.84529414003,59.60335519161297,76.98971683030125,10.8934812916777
14,albuquerque,full_service_restaurant,GT2,1.0,0.0,443085.4696169463,133323.40807377413,307658.6211145584,455707.2702894575,148048.6491748991,Gas Turbine,30.089772113049456,32.487664522196695,84718.84529414003,57.37160676692563,74.75291201252901,11.044752991145256
15,albuquerque,full_service_restaurant,GT2,1.0,1.0,427760.9073149095,126492.29868989749,298771.64734250854,439025.4293830845,140253.78204057596,Gas Turbine,29.57079446177073,31.94661918277936,84718.84529414003,49.3083365934957,65.55204636420753,10.879305296218437
16,albuquerque,full_service_restaurant,GT3,1.0,0.0,403323.7364067748,119838.83506780965,281656.2689045404,414631.13929528027,132974.87039073987,Gas Turbine,29.71281485574293,32.070642503297755,84718.84529414003,41.45475502142951,56.96020162817032,10.961417736994296
17,albuquerque,full_service_restaurant,GT3,1.0,1.0,396822.0327953169,115395.62061727242,279094.80633265525,406893.1576589481,127798.35132629286,Gas Turbine,29.07994291657544,31.408331381529784,84718.84529414003,36.21009613224071,50.849968366049744,10.748008150288504
18,albuquerque,full_service_restaurant,GT4,1.0,0.0,417716.6954039858,120004.87973328368,295883.18323627743,429042.4355393765,133159.25230309909,Gas Turbine,28.72877264750539,31.036382714846404,84718.84529414003,41.650749979691206,57.17784141270591,10.961531396932852
19,albuquerque,full_service_restaurant,GT4,1.0,1.0,410154.7148135707,115549.4333757206,292273.6755924609,420242.8260857547,127969.15049329384,Gas Turbine,28.1721577742296,30.45123974755977,84718.84529414003,36.39165285425946,51.05157541865767,10.748401575617663
20,albuquerque,full_service_restaurant,GT5,1.0,0.0,386174.3885933171,107522.51190835198,277142.47527422925,396336.62695853115,119194.15168430185,Gas Turbine,27.84299401625639,30.073968333179856,84718.84529414003,26.916876091781756,40.693786925996335,10.855066133404993
21,albuquerque,full_service_restaurant,GT5,1.0,1.0,389172.92835026374,105935.55150451133,281151.2702648213,398316.95260458865,117165.68233976731,Gas Turbine,27.2206887446105,29.41518847581622,84718.84529414003,25.043667836486488,38.29943259138309,10.600908454021447
22,albuquerque,full_service_restaurant,GT6,1.0,0.0,375801.46432182915,101577.53106437254,272870.49328165664,385420.71296059707,112550.21967894046,Gas Turbine,27.029572981488837,29.201912583885147,84718.84529414003,19.899569820268333,32.85145623523449,10.802279302904315
23,albuquerque,full_service_restaurant,GT6,1.0,1.0,383858.98102003196,101444.72822697742,280469.04907155375,392600.07629914535,112131.02722759165,Gas Turbine,26.427603167550593,28.561132306594956,84718.84529414003,19.74281268207312,32.35665198017956,10.53410974368642
24,albuquerque,full_service_restaurant,MT1,1.0,0.0,1022322.9776622152,140427.36410604703,879370.4958688248,1035436.6186422835,156066.12277345872,Microturbine,13.736105631428494,15.072494053581034,84718.84529414003,65.75693828036668,84.2165367476435,11.136546475088512
25,albuquerque,full_service_restaurant,MT1,1.0,1.0,958324.9144089873,131652.5059092032,823927.6198403563,970090.0976230475,146162.4777826912,Microturbine,13.737773476378331,15.06689720272624,84718.84529414003,55.39931576275811,72.52652261161211,11.021417156689049
26,albuquerque,full_service_restaurant,MT2,1.0,0.0,418972.10729335435,130564.57820059841,286085.85279797215,431136.91619273217,145051.06339476004,Microturbine,31.163071700422336,33.64385139543874,84718.84529414003,54.11515318378579,71.21463694547447,11.095264423023457
27,albuquerque,full_service_restaurant,MT2,1.0,1.0,401902.41004537494,123103.47648360312,276188.1284008719,412776.14789526997,136588.01949439812,Microturbine,30.630191162502534,33.090095004484944,84718.84529414003,45.30825586230947,61.22507220225989,10.95382794700447
28,albuquerque,full_service_restaurant,MT3,1.0,0.0,418828.4111547682,118936.71371026544,298119.5381363277,430072.8295178348,131953.29138150706,Microturbine,28.397479861105978,30.68161537417817,84718.84529414003,40.389913598707,55.754355389726044,10.944120839718614
29,albuquerque,full_service_restaurant,MT3,1.0,1.0,412555.369333439,114884.31169211176,295382.4202775196,422589.07628592016,127206.65600840055,Microturbine,27.847004361554923,30.10173786942226,84718.84529414003,35.60655990203665,50.15154605418044,10.725872083659677
30,albuquerque,full_service_restaurant,MT4,1.0,0.0,430118.48154857114,120203.32774545251,307958.98831493664,441381.7855025161,133422.79718757945,Microturbine,27.94656191305245,30.228432973435165,84718.84529414003,41.88499303562501,57.48892318390493,10.997590241528943
31,albuquerque,full_service_restaurant,MT4,1.0,1.0,418762.4997145282,115051.72267910987,301295.8641835119,428769.195406694,127473.33122318215,Microturbine,27.47421814454279,29.730058173202433,84718.84529414003,35.80416763195419,50.46632278874961,10.79654285465792
32,albuquerque,full_service_restaurant,MT5,1.0,0.0,404214.6959576898,112739.62993768696,289665.6850052583,414750.86829913204,125085.18329387374,Microturbine,27.89102698766987,30.159113061496512,84718.84529414003,33.075031353720675,47.647412874412524,10.950500159536064
33,albuquerque,full_service_restaurant,MT5,1.0,1.0,398110.72898788913,108929.02727863088,286863.8879566391,407473.3264556201,120609.438498981,Microturbine,27.361489994394145,29.599345691678586,84718.84529414003,28.577091555526025,42.364355982698356,10.7229555905908
34,albuquerque,full_service_restaurant,MT6,1.0,0.0,415081.89980363345,118604.66179874762,294705.0786967108,426289.6898665422,131584.6111698313,Microturbine,28.57379756979454,30.86741582021988,84718.84529414003,39.9979678511405,55.319174515393165,10.94387790010185
35,albuquerque,full_service_restaurant,MT6,1.0,1.0,409084.8498570661,114576.72083809225,292219.49165516626,419084.62678313855,126865.13512797227,Microturbine,28.00805771177428,30.271961083798114,84718.84529414003,35.24348737318954,49.74842337322023,10.72505322197579
36,albuquerque,full_service_restaurant,FC1,1.0,0.0,320901.2928535373,98876.66142767627,220195.99899143633,329893.724934689,109697.7259432527,Fuel Cell,30.812172973327534,33.25244393932325,84718.84529414003,16.711531046464263,29.48444417813666,10.944002719480519
37,albuquerque,full_service_restaurant,FC1,1.0,1.0,320471.35109909816,95977.65412341413,222162.09113029478,328398.0406411274,106235.94951083258,Fuel Cell,29.94890301246782,32.34975132720934,84718.84529414003,13.289615539711408,25.398250108327286,10.688212252226629
38,albuquerque,full_service_restaurant,FC2,1.0,0.0,301118.3674226095,74316.54661362855,226636.62161303425,308768.60485317954,82131.98324014524,Fuel Cell,24.680177184053267,26.599849191014503,84718.84529414003,-12.278612443778197,-3.0534670828117627,10.516415230041723
39,albuquerque,full_service_restaurant,FC2,1.0,1.0,333534.0339283159,81760.46809992474,251006.40615127605,341129.49500347266,90123.0888521966,Fuel Cell,24.513380879594713,26.419025669791218,84718.84529414003,-3.4919942356909415,6.379033542411106,10.22819578534135
40,albuquerque,full_service_restaurant,FC3,1.0,0.0,335514.01042895834,80021.60710396756,254406.5227151124,342981.1503216588,88574.62760654639,Fuel Cell,23.850451729768025,25.824925808161247,84718.84529414003,-5.544502139829541,4.5512687277774555,10.688388814119135
41,albuquerque,full_service_restaurant,FC3,1.0,1.0,354197.32165561157,83288.71964336629,269224.15884668264,361149.1274038112,91924.96855712855,Fuel Cell,23.51477963019395,25.453465502726967,84718.84529414003,-1.6880844466286213,8.505927149938344,10.369049915452884
42,albuquerque,full_service_restaurant,FC4,1.0,0.0,310328.1083201151,102626.81574526845,205929.13326667162,319773.3988435712,113844.26557689958,Fuel Cell,33.070422238196045,35.60154346440513,84718.84529414003,21.138119138608126,34.37891555490091,10.930330197006327
43,albuquerque,full_service_restaurant,FC4,1.0,1.0,312047.88947061286,99775.90463282636,209983.34747397894,320415.0037926028,110431.65631862391,Fuel Cell,31.974548779065774,34.46519514114381,84718.84529414003,17.772975170292867,30.350757184201637,10.679684363685329
44,albuquerque,full_service_restaurant,FC5,1.0,0.0,318495.7213916256,85896.85678291865,231295.66997651328,326438.2170431715,95142.54706665827,Fuel Cell,26.969548101809192,29.145652101780612,84718.84529414003,1.3904952135367468,12.303876116733665,10.763712002996373
45,albuquerque,full_service_restaurant,FC5,1.0,1.0,332229.81997062184,87263.48117789968,243068.74838345204,339454.6405717728,96385.89218832077,Fuel Cell,26.265998996001066,28.39433628774957,84718.84529414003,3.0036243706164636,13.771489511776593,10.453870149671985
46,albuquerque,hospital,None,0.0,0.0,213860.66351519362,53313.742905179155,160546.92061001447,219356.09114642214,58809.17053640766,None,24.92919549994359,26.80990996377302,84718.84529414003,-37.06979513226811,-30.583130197036017,10.307713043149809
47,albuquerque,hospital,None,0.0,1.0,342036.0685294091,82648.30705085865,257733.1719286694,348339.79770469444,90606.625776025,None,24.163623271138242,26.01098880261649,84718.84529414003,-2.4440114074885733,6.94978839884191,9.6291370133802
48,albuquerque,hospital,RE1,1.0,0.0,217123.09963712294,85767.12483735933,129807.1641574564,225124.94072054076,95317.77656308438,Reciprocating Engine,39.50161221017092,42.3399452135369,84718.84529414003,1.2373628790379694,12.510712619069974,11.135562424222575
49,albuquerque,hospital,RE1,1.0,1.0,258642.3729441439,80918.54867705265,174123.87209700304,262940.5408889,88816.66879189695,Reciprocating Engine,31.28588241592097,33.778233090889,84718.84529414003,-4.485774804759112,4.836968071896475,9.760580539285058
50,albuquerque,hospital,RE2,1.0,0.0,213228.50024483935,68670.90841344786,143544.03294349683,219775.79700697958,76231.76406348275,Reciprocating Engine,32.20531417451071,34.68615065973884,84718.84529414003,-18.942582166900944,-10.01793780497186,11.010274692324074
51,albuquerque,hospital,RE2,1.0,1.0,295609.5513380524,79415.72143476104,213257.77193289573,300384.4686290146,87126.69669611889,Reciprocating Engine,26.86507288932049,29.005060445959145,84718.84529414003,-6.259674386456497,2.8421673992591665,9.7096332086995
52,albuquerque,hospital,RE3,1.0,0.0,201749.6031229272,63297.00362793329,137563.0311530333,207803.07095743273,70240.03980439942,Reciprocating Engine,31.374041211553745,33.80125206079735,84718.84529414003,-25.285804583184614,-17.09041883121854,10.968980802437434
53,albuquerque,hospital,RE3,1.0,1.0,297539.86088457634,78188.20487603954,216573.98177550803,302333.6546436342,85759.67286812617,Reciprocating Engine,26.278228619045713,28.365903547592993,84718.84529414003,-7.708604142828435,1.228566761471353,9.683644744230314
54,albuquerque,hospital,RE4,1.0,0.0,193894.93010471456,58774.292614745864,134369.5565927768,199557.50409530042,65187.947502523646,Reciprocating Engine,30.312444261953793,32.666247154200015,84718.84529414003,-30.62429922092994,-23.05378186377067,10.912347222650641
55,albuquerque,hospital,RE4,1.0,1.0,302998.4065617932,77791.49343294922,222609.3562506598,307923.2103221949,85313.8540715351,Reciprocating Engine,25.673895224622083,27.706210903123246,84718.84529414003,-8.176872379621503,0.7023334363555377,9.66990130491532
56,albuquerque,hospital,RE5,1.0,0.0,196012.68686998193,57582.6180677371,137757.0336256601,201601.39258169816,63844.358956038064,Reciprocating Engine,29.37698522847783,31.668610091651715,84718.84529414003,-32.0309219656939,-24.639720083089763,10.874359482813002
57,albuquerque,hospital,RE5,1.0,1.0,310270.8561582775,78439.5617530686,229336.75076457032,315365.50078442995,86028.75001985961,Reciprocating Engine,25.280995683672746,27.279061852318808,84718.84529414003,-7.411908789915681,1.5461786821711834,9.675204829269864
58,albuquerque,hospital,GT1,1.0,0.0,308492.7193535409,99483.42949823862,207647.40463534158,318172.57490029046,110525.17026494886,Gas Turbine,32.24822605431668,34.737491218275316,84718.84529414003,17.427744857518555,30.461138700852715,11.09907531575973
59,albuquerque,hospital,GT1,1.0,1.0,330269.86152230855,92858.5391029187,234034.8674273804,336107.46533551044,102072.59790813005,Gas Turbine,28.115959075074866,30.369036226624353,84718.84529414003,9.607890405632912,20.48393430498086,9.922683357099823
60,albuquerque,hospital,GT2,1.0,0.0,286596.83182436315,92841.78008571418,192393.16651868823,295539.52570060786,103146.35918191962,Gas Turbine,32.394559107551814,34.90103698901195,84718.84529414003,9.588108482087648,21.751375179631026,11.099075315759723
61,albuquerque,hospital,GT2,1.0,1.0,316394.6997081729,88649.80537660893,224368.43933955452,321765.1729952519,97396.73365569739,Gas Turbine,28.018739080766906,30.269507650268483,84718.84529414003,4.640006681890883,14.964661425141356,9.866833031306822
62,albuquerque,hospital,GT3,1.0,0.0,255363.5965366184,82576.07391641027,171658.55842193417,263353.7810733818,91695.22265144756,Gas Turbine,32.336666242311914,34.818267001033604,84718.84529414003,-2.5292735875827335,8.234740845541344,11.043330473992238
63,albuquerque,hospital,GT3,1.0,1.0,313791.6020203035,86211.68671674875,224497.4037993851,319174.5038251179,94677.10002573277,Gas Turbine,27.47418546630529,29.66311497036375,84718.84529414003,1.762112570615948,11.754474104336671,9.819333818160182
64,albuquerque,hospital,GT4,1.0,0.0,265516.4076205606,82693.20202887004,181694.24139341663,273519.527273964,91825.2858805474,Gas Turbine,31.144290769044957,33.57174780013892,84718.84529414003,-2.3910185015353376,8.388264218821822,11.043330803043686
65,albuquerque,hospital,GT4,1.0,1.0,320225.31686608575,86285.9093994876,230856.89596242845,325616.41549947014,94759.51953704166,Gas Turbine,26.94537403973318,29.101579351178586,84718.84529414003,1.8497231636087506,11.851760028174203,9.82038689344147
66,albuquerque,hospital,GT5,1.0,0.0,238087.95661640953,72662.83473355253,164545.37522084828,245176.16660659277,80630.79138574451,Gas Turbine,30.51932393649871,32.88687987161651,84718.84529414003,-14.230612467308273,-4.825436293662859,10.965656213949938
67,albuquerque,hospital,GT5,1.0,1.0,321291.6016310426,84294.66003414532,234231.74608256936,326767.18149081216,92535.4354082428,Gas Turbine,26.236185323930645,28.318460558391372,84718.84529414003,-0.5006976411469772,9.226506908780356,9.776153519996864
68,albuquerque,hospital,GT6,1.0,0.0,227847.66072901513,67777.56744086425,159298.2139404261,234478.5974374822,75180.38349705611,Gas Turbine,29.7468787803241,32.062791367174164,84718.84529414003,-19.997059443452546,-11.258961054021459,10.922221519163845
69,albuquerque,hospital,GT6,1.0,1.0,322927.3337487546,83121.37265846189,237180.93914429264,328407.87567642174,91226.9365321291,Gas Turbine,25.73996189592683,27.77854713265599,84718.84529414003,-1.8856166300801118,7.681987656221309,9.751479811302241
70,albuquerque,hospital,MT1,1.0,0.0,697747.678599593,98457.69868659133,597572.8202878354,707022.122971943,109449.30268410746,Microturbine,14.110788427730753,15.480322203220616,84718.84529414003,16.216997935643032,29.19121159419063,11.16378317200404
71,albuquerque,hospital,MT1,1.0,1.0,551016.4181597931,86075.6365259214,461188.5219075053,555762.1463944244,94573.62448691907,Microturbine,15.621247151470492,17.01692443439647,84718.84529414003,1.6015223378820342,11.632334173776433,9.872698366207866
72,albuquerque,hospital,MT2,1.0,0.0,271207.8312369232,91279.15085518446,178379.86973943148,279823.46741839533,101443.59767896382,Microturbine,33.656532128471,36.2527126887768,84718.84529414003,7.743620133474838,19.741478211555176,11.135562424222577
73,albuquerque,hospital,MT2,1.0,1.0,292915.21991695184,84411.45358073077,204903.81416613288,297602.3424676758,92698.52830154287,Microturbine,28.817708279092958,31.148453850497283,84718.84529414003,-0.3628374682657824,9.419017669206584,9.81747662109192
74,albuquerque,hospital,MT3,1.0,0.0,265489.06223666656,81747.69340510426,182658.6767108201,273423.6413690191,90764.96465819904,Microturbine,30.791360185012596,33.19572667664844,84718.84529414003,-3.5070731650320104,7.136687643778844,11.030612458273648
75,albuquerque,hospital,MT3,1.0,1.0,323621.4663006144,86494.42287693861,234103.21364365466,329091.8640294614,94988.65038580673,Microturbine,26.72703509618033,28.86387078147366,84718.84529414003,2.0958472422916676,12.122220334814994,9.820549379181852
76,albuquerque,hospital,MT4,1.0,0.0,275892.3601346455,83218.32547659278,191439.82617746395,283870.6671524609,92430.84097499694,Microturbine,30.163330885994533,32.56089891293851,84718.84529414003,-1.7711759554058009,9.10304626329739,11.070296651181003
77,albuquerque,hospital,MT4,1.0,1.0,319011.39156104624,84775.69037240125,231019.53402523018,324106.75108159916,93087.21705636894,Microturbine,26.57450254599404,28.721159539479235,84718.84529414003,0.06709850454625099,9.87781612600396,9.804139190677132
78,albuquerque,hospital,MT5,1.0,0.0,255721.21947937974,77504.19677408822,177103.92149935456,263163.8281109345,86059.90661157998,Microturbine,30.308081954199277,32.70202718562907,84718.84529414003,-8.515990149538595,1.582955141543588,11.039027812171538
79,albuquerque,hospital,MT5,1.0,1.0,315188.1636999524,83274.5211941126,228851.24257849078,320266.1341468601,91414.89156836933,Microturbine,26.42057373492835,28.54341493579538,84718.84529414003,-1.7048439399909192,7.903845066562145,9.775343355360228
80,albuquerque,hospital,MT6,1.0,0.0,262846.2684943036,81513.4635758971,180250.11279766427,270755.0099784073,90504.89718074305,Microturbine,31.011839750604516,33.42685964996947,84718.84529414003,-3.783552180289984,6.8297105166083245,11.030611644264186
81,albuquerque,hospital,MT6,1.0,1.0,321946.75954265334,86345.99423810787,232576.93552452425,327400.78426310443,94823.84873858017,Microturbine,26.819960654602664,28.96262113482851,84718.84529414003,1.9206458000205886,11.927692604114256,9.818468795545687
82,albuquerque,hospital,FC1,1.0,0.0,197222.7028791666,67789.33069576274,128304.40798512992,203579.90414428595,75275.49615915604,Fuel Cell,34.37197123157548,36.97589724072422,84718.84529414003,-19.983174392425653,-11.146692453369855,11.043279800166605
83,albuquerque,hospital,FC1,1.0,1.0,276948.4137074026,76841.50454819511,197024.39765503778,281296.51356122753,84272.11590618975,Fuel Cell,27.745782515793195,29.95846441155657,84718.84529414003,-9.298215430811348,-0.5273081643160488,9.670049280898905
84,albuquerque,hospital,FC2,1.0,0.0,182003.89221189416,45550.471730636535,136056.9899291468,186412.837339597,50355.84741045021,Fuel Cell,25.02719649402078,27.0130792112319,84718.84529414003,-46.233365702179555,-40.56122078196774,10.54956292929378
85,albuquerque,hospital,FC2,1.0,1.0,318150.2032004619,76649.77314979027,239666.34432860804,323688.78211668466,84022.4377880766,Fuel Cell,24.09232255039433,25.957784894067736,84718.84529414003,-9.52453036432957,-0.8220219523124276,9.618638562541523
86,albuquerque,hospital,FC3,1.0,0.0,194072.14764916533,51304.532305323184,142162.99941909764,199025.39472703054,56862.3953079329,Fuel Cell,26.43580386304023,28.57042207398781,84718.84529414003,-39.44141692772588,-32.88105484616886,10.833083848291999
87,albuquerque,hospital,FC3,1.0,1.0,314403.14035367547,75729.9247305614,236272.69669412775,319293.9986056087,83021.30191148096,Fuel Cell,24.08688559706242,26.00152282036115,84718.84529414003,-10.61029636602046,-2.003737629762634,9.628132084986833
88,albuquerque,hospital,FC4,1.0,0.0,188952.81437795947,70242.67120160357,117627.45105561371,195618.28650632728,77990.83545071358,Fuel Cell,37.17471551447665,39.868887946828515,53313.74290517915,31.753404233001003,46.28655052304944,11.030566059869777
89,albuquerque,hospital,FC4,1.0,1.0,275121.36223900795,79203.82803185309,192893.70442713366,279787.542051761,86893.83762462733,Fuel Cell,28.788687067871464,31.057078877569133,53313.74290517915,48.56174733918158,62.98581358125964,9.709138792738118
90,albuquerque,hospital,FC5,1.0,0.0,186413.80219039187,56477.3470373397,129198.68235040558,191835.49664735456,62636.814296949,Fuel Cell,30.29676256463946,32.65131604506562,53313.74290517915,5.933937404821045,17.48718226058776,10.90608462103753
91,albuquerque,hospital,FC5,1.0,1.0,299265.35742715775,76574.36942675168,220110.89348015306,304074.23520931037,83963.3417291573,Fuel Cell,25.58744857242294,27.612777409885087,53313.74290517915,43.62970081268275,57.48911472692851,9.649406658808521
92,albuquerque,large_hotel,None,0.0,0.0,147070.8610347733,36258.42366289817,110812.43737187512,150809.03701733533,39996.5996454602,None,24.65371006043492,26.52135471222632,53313.74290517915,-31.99047433719786,-24.97881884489723,10.309813844409241
93,albuquerque,large_hotel,None,0.0,1.0,209444.95347213588,50533.52437687234,158106.25495503997,213576.47383477402,55470.21887973406,None,24.127353530910074,25.972064190294038,53313.74290517915,-5.214825252940038,4.044878219093147,9.769147439716463
94,albuquerque,large_hotel,RE1,1.0,0.0,141761.83779938892,46266.231775513916,94626.01065743793,146031.16027455273,51405.1496171148,Reciprocating Engine,32.63659140832142,35.20149365414076,53313.74290517915,-13.218938955757697,-3.579927395941535,11.107275532045001
95,albuquerque,large_hotel,RE1,1.0,1.0,185795.1707597968,49544.9484281636,134331.5556759793,188775.57296491266,54444.01728893336,Reciprocating Engine,26.666434991583948,28.840604975439682,53313.74290517915,-7.069086264902677,2.1200432049283386,9.888129902633839
96,albuquerque,large_hotel,RE2,1.0,0.0,143638.47181719288,38003.71574787152,104968.41699982918,147107.95737092866,42139.54037109949,Reciprocating Engine,26.45789478757365,28.64531676206053,53313.74290517915,-28.716849208162305,-20.95932854302403,10.88268486867524
97,albuquerque,large_hotel,RE2,1.0,1.0,201922.238983444,48696.96487476186,152056.63684694,205549.77063833285,53493.13379139286,Reciprocating Engine,24.11669220781304,26.024419110403503,53313.74290517915,-8.659639670447504,0.33648150821593054,9.849009951576472
98,albuquerque,large_hotel,RE3,1.0,0.0,139563.19261617592,35608.77870039003,103326.51898608792,142780.2410360371,39453.72204994917,Reciprocating Engine,25.514448353385426,27.632480351389255,53313.74290517915,-33.209006233680086,-25.9970883677791,10.797740023352787
99,albuquerque,large_hotel,RE3,1.0,1.0,199008.43759279617,47999.564258768536,149885.1584805626,202601.63206892507,52716.473588362474,Reciprocating Engine,24.119361389582636,26.01976748658586,53313.74290517915,-9.967746319859991,-1.1202914750872834,9.826983645444773
100,albuquerque,large_hotel,RE4,1.0,0.0,137042.50643657573,33968.45004524919,102894.07026157828,140494.95736370576,37600.88710212748,Reciprocating Engine,24.786798584255347,26.76315777283617,53313.74290517915,-36.28575261417383,-29.47243045943646,10.693561384283182
101,albuquerque,large_hotel,RE4,1.0,1.0,197548.84239226833,47774.17682687032,148702.03743009456,201165.22376041152,52463.186330316974,Reciprocating Engine,24.183475968948585,26.07965002579214,53313.74290517915,-10.390503041891446,-1.595379593541062,9.81494567753461
102,albuquerque,large_hotel,RE5,1.0,0.0,136753.20346213138,33911.59007869744,102650.10880204178,140169.36090463246,37519.25210259068,Reciprocating Engine,24.79765681546756,26.7670850893854,53313.74290517915,-36.39240422678501,-29.625552328373693,10.638433690431707
103,albuquerque,large_hotel,RE5,1.0,1.0,199072.17620383477,48142.370023487936,149886.39570837183,202755.74264906129,52869.346940689444,Reciprocating Engine,24.18337456370287,26.075388173936005,53313.74290517915,-9.699887120828727,-0.8335486129347212,9.818745763649124
104,albuquerque,large_hotel,GT1,1.0,0.0,191688.2980794867,53825.47425050383,137069.10524371074,196845.82331883843,59776.7180751277,Gas Turbine,28.07968706998703,30.367277835661845,53313.74290517915,0.9598488446680986,12.122531298249378,11.05655622638227
105,albuquerque,large_hotel,GT1,1.0,1.0,226512.02601179993,56333.84060975439,168393.9057741163,230377.5335915828,61983.62781746648,Gas Turbine,24.870132328788465,26.90523978234445,53313.74290517915,5.6647639801741585,16.2620075797475,10.029117749755917
106,albuquerque,large_hotel,GT2,1.0,0.0,179902.13919417007,50250.3949059342,128858.02570296374,184662.86368446986,55804.83798150613,Gas Turbine,27.932071920333573,30.219848684280592,53313.74290517915,-5.745888081227481,4.672519580471966,11.053531193077234
107,albuquerque,large_hotel,GT2,1.0,1.0,218628.99883189338,53942.692830584805,162902.0263733794,222229.11111875513,59327.08474537576,Gas Turbine,24.673164639088903,26.69636054732382,53313.74290517915,1.1797144434677425,11.279159017012942,9.981689144999589
108,albuquerque,large_hotel,GT3,1.0,0.0,164908.34865626533,45154.82950066342,119045.21917042186,169147.1282114968,50101.90904107496,Gas Turbine,27.381772886941018,29.620313138529287,53313.74290517915,-15.303583954003594,-6.024401381491023,10.955814904226044
109,albuquerque,large_hotel,GT3,1.0,1.0,215960.57761128407,52558.021037511,162192.3806695713,219975.19666171263,57782.81599214133,Gas Turbine,24.336858892881942,26.267877864885943,53313.74290517915,-1.4174991784242876,8.382591135855211,9.941003963793396
110,albuquerque,large_hotel,GT4,1.0,0.0,170373.42260718366,45217.877437932395,124447.24518407122,174619.164900953,50171.91971688179,Gas Turbine,26.540452581144436,28.73219542960257,53313.74290517915,-15.185325632915339,-5.893083128463195,10.95593725236105
